순위,도서명,저자,출판사,출판일,가격,링크
925,숏폼 영상 편집 3일 만에 마스터하기 with 캡컷(Capcut),김근아,아티오,2025년 03월,"12,600",https://www.yes24.com/product/goods/143492268
926,현업 기획자 마이즈가 알려주는 게임 시나리오 스쿨,김현석,초록비책공방,2025년 03월,"23,400",https://www.yes24.com/product/goods/143372817
927,THE 포토샵,김은혜,길벗,2025년 03월,"23,400",https://www.yes24.com/product/goods/143268983
928,인공지능의 몸들,심귀연,커뮤니케이션북스,2025년 02월,"12,000",https://www.yes24.com/product/goods/143046524
929,대체 불가능한 디자이너 되기,오완원,길벗,2025년 03월,"19,800",https://www.yes24.com/product/goods/142972932
930,이토록 쉬운 10가지 프로젝트로 끝내는 트랜스포머 활용 가이드 with 파이토치,"프렘 팀시나, 임선집",루비페이퍼,2025년 02월,"25,200",https://www.yes24.com/product/goods/142636957
931,처음 시작하는 디지털 드로잉 with 스케치북,이은지,시대인,2025년 02월,"17,100",https://www.yes24.com/product/goods/142572387
932,트래픽을 쓸어 담는 SEO 마케팅,"김건오, 양효원",e비즈북스,2025년 02월,"23,400",https://www.yes24.com/product/goods/142569581
933,AI를 활용한 숏폼영상 제작가이드,장세인,위메이크북,2025년 02월,"18,000",https://www.yes24.com/product/goods/142565684
934,NEW 우당탕탕 컴퓨터와 친해지기,놀이교육콘텐츠랩,마린북스,2025년 02월,"12,600",https://www.yes24.com/product/goods/142277966
935,막힘없이 PostgreSQL,"임경석, 김철환, 박관규, 김규민",엑셈,2025년 01월,"28,800",https://www.yes24.com/product/goods/141892324
936,AI와 인문학의 주제들,"정서현, 우동현, 김동우",커뮤니케이션북스,2025년 02월,"12,000",https://www.yes24.com/product/goods/141888791
937,한 시간 만에 게임 만들기,"게임도칸, 김은철, 유세라",영진닷컴,2025년 01월,"23,400",https://www.yes24.com/product/goods/141835517
938,이것이 생성형 AI다,김명락,슬로디미디어,2025년 02월,"15,120",https://www.yes24.com/product/goods/141732801
939,대표 전략으로 입문하는 미국 주식 퀀트 투자,이용환,프리렉,2025년 02월,"27,000",https://www.yes24.com/product/goods/141731540
940,왕초보 맞춤형 랜선 사수 올이 엑셀,올이,한빛미디어,2025년 01월,"18,900",https://www.yes24.com/product/goods/141695114
941,트랜스포머로 시작하는 언어 모델과 생성형 인공지능,추형석,위즈앤북,2025년 01월,"16,020",https://www.yes24.com/product/goods/141383909
942,ChatGPT 마케팅,임헌수,이코노믹북스,2025년 01월,"22,500",https://www.yes24.com/product/goods/141382077
943,데이터 마이닝 개념과 기법 4/e,"지아웨이 한, 지안 페이, 항항 통, 동준상",에이콘출판사,2025년 01월,"49,500",https://www.yes24.com/product/goods/141377702
944,스마트폰과 AI로 소통하는 새로운 세상,"이종구, 이태훈, 어현경, 지영희",디지털콘텐츠그룹,2025년 01월,"16,200",https://www.yes24.com/product/goods/141331756
945,챗GPT와 함께 만드는 초등 수업 디자인 ++,"박준원, 김지현, 김병남, 이홍락, 김한준, 정보 더 보기/감추기, 박준원, 김지현, 김병남, 이홍락, 김한준, 이종상, 박주현, 김은협, 김도현, 공민수, 이정진",앤써북,2025년 01월,"15,930",https://www.yes24.com/product/goods/141327600
946,"스마트폰, 학교 수업에 들어오다!",박만재,다빈치books,2025년 01월,"28,800",https://www.yes24.com/product/goods/141312058
947,교실에서 바로 쓰는 챗GPT 교사 활용법,유수근,앤써북,2025년 01월,"17,820",https://www.yes24.com/product/goods/141310358
948,C 언어 마스터,문석재,한빛아카데미,2025년 01월,"32,000",https://www.yes24.com/product/goods/141218965
949,머신 러닝 마스터 클래스,민재식,인사이트(insight),2025년 01월,"22,500",https://www.yes24.com/product/goods/141195086
950,"AI, 너 내 마케터가 돼라!",오종현,e비즈북스,2025년 01월,"16,200",https://www.yes24.com/product/goods/141129325
951,시니어를 위한 스마트폰 활용 with 챗GPT,"곽민철, 정희철",생능북스,2025년 01월,"17,820",https://www.yes24.com/product/goods/141129131
952,Vue 3와 타입스크립트로 배우는 프런트엔드 개발,"WINGS 프로젝트, 사이토 신조, 손민옹, 야마다 요시히로",한빛미디어,2025년 01월,"32,400",https://www.yes24.com/product/goods/140833041
953,프리미어프로 비디오효과사전,코모사전,BOOKK(부크크),2024년 11월,"35,000",https://www.yes24.com/product/goods/140581873
954,부모님을 위한 참 다정한 스마트폰 안내서,백준사,빚은책들,2025년 01월,"19,800",https://www.yes24.com/product/goods/140398266
955,이원철TV의 스마트폰 사용 설명서,이원철,시대인,2024년 12월,"15,300",https://www.yes24.com/product/goods/140243622
956,인공지능 법과 윤리,김명훈,길벗캠퍼스,2024년 12월,"29,500",https://www.yes24.com/product/goods/140199363
957,독학 파이썬,"야마다 요시히로, 윤모린",정보문화사,2024년 12월,"28,800",https://www.yes24.com/product/goods/140182521
958,업무 효율이 10배 오르는 챗GPT X 엑셀 활용법,"다케이 가즈미, 구수영",AK(에이케이 커뮤니케이션즈),2024년 12월,"18,810",https://www.yes24.com/product/goods/140019103
959,캐릭터 일러스트 강좌 with 프로크리에이트,"딥 블리자드, 신상재",ZZOM,2024년 12월,"19,800",https://www.yes24.com/product/goods/139938349
960,AI 고속도로,송경창,밝은사람들,2024년 11월,"20,900",https://www.yes24.com/product/goods/139858028
961,임종수의 STM32 Cortex-M 완벽 활용서 Vol.1,임종수,버무림,2024년 11월,"38,700",https://www.yes24.com/product/goods/139798378
962,데이터 과학 기반의 파이썬 빅데이터 분석,이지영,한빛아카데미,2024년 11월,"31,000",https://www.yes24.com/product/goods/139786609
963,Do it! 코드 없이 배우는 데이터 분석 with 오렌지3,권서림,이지스퍼블리싱,2024년 12월,"16,920",https://www.yes24.com/product/goods/139756585
964,어른들을 위한 가장 쉬운 워드&엑셀,혜지원 기획팀,혜지원,2024년 11월,"13,500",https://www.yes24.com/product/goods/139642315
965,"AI로 이미지, 영상, 음악 한 번에 끝내기",이현,천그루숲,2024년 11월,"16,200",https://www.yes24.com/product/goods/139563085
966,데이터시각화를 하는 가장 쉬운 방법 by 구글 루커 스튜디오,천영훈,디지털북스,2024년 12월,"18,000",https://www.yes24.com/product/goods/138964141
967,디지털 일러스트 빛과 그림자 그리기 사전,"조우노세, 김재훈",한스미디어,2024년 11월,"22,500",https://www.yes24.com/product/goods/138931251
968,코딩 없이 배우는 데이터 분석,"황보현우, 한노아",성안북스,2024년 11월,"31,500",https://www.yes24.com/product/goods/138775159
969,처음 배우는 플러터 앱 개발,"후지카와 케이, 이영란",생능북스,2024년 11월,"18,000",https://www.yes24.com/product/goods/138601929
970,현장 중심의 프로젝트 매니지먼트,"하시모토 마사요시, 정인식",제이펍,2024년 11월,"19,800",https://www.yes24.com/product/goods/138273337
971,플러터와 Node.js로 시작하는 풀스택 개발,김진형,영진닷컴,2024년 11월,"32,400",https://www.yes24.com/product/goods/137094003
972,소플의 처음 만난 AWS,이인제,한빛미디어,2024년 11월,"43,200",https://www.yes24.com/product/goods/136882448
973,AI 영화 제작,"민지영, 문수민, 전은재, 앤미디어",길벗,2024년 11월,"24,300",https://www.yes24.com/product/goods/136304038
974,미리캔버스로 완성하는 콘텐츠 디자인,이상권,시대인,2024년 10월,"16,200",https://www.yes24.com/product/goods/135969074
975,AI는 어떻게 예술이 되는가,"라이언 오슬링, 박선주, 박승순, 안소정, 양나리, 정보 더 보기/감추기, 라이언 오슬링, 박선주, 박승순, 안소정, 양나리, 조영각, 권한슬, 구도형",스튜디오사월,2024년 10월,"18,000",https://www.yes24.com/product/goods/135815717
976,이것이 우분투 리눅스다,"우재남, 박길식",한빛미디어,2024년 11월,"32,400",https://www.yes24.com/product/goods/135800272
977,머니코치 최준호의 네이버 3대장 마케팅,최준호,한빛미디어,2024년 10월,"19,800",https://www.yes24.com/product/goods/135796323
978,규칙으로 배우는 임베디드 시스템: CPU 이론 및 펌웨어 개발 규칙,장선웅,북랩,2024년 10월,"18,000",https://www.yes24.com/product/goods/135733382
979,규칙으로 배우는 임베디드 시스템: 회로 설계 및 PCB 설계 규칙,장선웅,북랩,2024년 10월,"27,000",https://www.yes24.com/product/goods/135733019
980,이토록 쉬운 챗GPT로 마케팅 데이터 분석하기,박경아,루비페이퍼,2024년 10월,"19,800",https://www.yes24.com/product/goods/135725317
981,핸즈온 그래프 인공신경망 with Python,"Maxime Labonne, 김현우, 정지수, 윤성준, 박진영",홍릉,2024년 10월,"35,000",https://www.yes24.com/product/goods/134867624
982,난생처음 인공지능 입문,서지영,한빛아카데미,2024년 10월,"27,000",https://www.yes24.com/product/goods/134781990
983,임종수의 STM32 Cortex-M 완벽활용서 Vol. 2,임종수,버무림,2024년 10월,"43,200",https://www.yes24.com/product/goods/134657938
984,삼성에서 ERP로 먹고사는 컨설턴트가 알려주는 SAP,"주호재, 서기준",생능북스,2024년 10월,"20,700",https://www.yes24.com/product/goods/134605465
985,한컴오피스 2024,윤관식,가나출판사,2024년 10월,"20,700",https://www.yes24.com/product/goods/134242062
986,FastAPI로 배우는 백엔드 프로그래밍 with 클린 아키텍처,한용재,제이펍,2024년 10월,"22,500",https://www.yes24.com/product/goods/133976149
987,인공지능이 다 해주는 브루 Vrew 영상 편집,"지현이, 브루 개발팀",시프트,2024년 10월,"18,000",https://www.yes24.com/product/goods/133823740
988,1일 1단어 1분으로 끝내는 AI공부,최재운,글담,2024년 10월,"15,300",https://www.yes24.com/product/goods/133810549
989,정보보안 관제 및 운영 자동화 실무 가이드,최대수,에이콘출판사,2024년 09월,"27,000",https://www.yes24.com/product/goods/133320689
990,AI 에이전트와 사회 변화,이경전,커뮤니케이션북스,2024년 09월,"11,400",https://www.yes24.com/product/goods/133292300
991,테라폼으로 시작하는 IaC,"김민수, 김재준, 이규석, 이유종",한빛미디어,2024년 09월,"28,800",https://www.yes24.com/product/goods/133218136
992,로블록스 코딩 마스터하기,"마크 키프, 이진수",영진닷컴,2024년 09월,"28,800",https://www.yes24.com/product/goods/133202481
993,원큐패스 나는야 엔트리 게임 개발자,"이영호, 최홍송",다락원,2024년 09월,"15,300",https://www.yes24.com/product/goods/133199781
994,챗GPT로 데이터 분석 가로채기,박경하,디지털북스,2024년 09월,"15,300",https://www.yes24.com/product/goods/132950348
995,챗GPT API를 활용한 챗봇 만들기,이승우,한빛미디어,2024년 08월,"28,800",https://www.yes24.com/product/goods/132759525
996,아케이드 게임 타이포그래피,"오마가리 토시, 무로가 기요노리, 박희원",안그라픽스,2024년 08월,"33,250",https://www.yes24.com/product/goods/132620204
997,우리는 왜 게임을 하는가?,하얀쥐,골든래빗,2024년 09월,"21,600",https://www.yes24.com/product/goods/132617063
998,코드 밖 커뮤니케이션,"재퀴 리드, 곽지원",한빛미디어,2024년 08월,"21,600",https://www.yes24.com/product/goods/132388664
999,AI 시대의 프로그래머,"톰 타울리, 이일섭, 황은옥",한빛미디어,2024년 08월,"20,700",https://www.yes24.com/product/goods/130736603
1000,블렌더로 애니 그림체 캐릭터를 만들어보자! : 모델링편,"나츠모리 카츠, 김모세",AK(에이케이 커뮤니케이션즈),2024년 08월,"38,520",https://www.yes24.com/product/goods/130279113
