순위,도서명,저자,출판사,출판일,가격,링크
365,블렌더 3D 아트워크 완성 클래스,장승필,영진닷컴,2026년 06월,"25,200",https://www.yes24.com/product/goods/191533966
366,평범한 일상을 특별하게 남기는 스마트폰 사진 & 보정,최은영,시대인,2026년 06월,"18,000",https://www.yes24.com/product/goods/191477503
367,에이전틱 AI와 바이브 코딩 AI 개발의 정석 with 언리얼,"이영호, 이영훈, 탁광욱, 김현진, 나유선, 정보 더 보기/감추기, 이영호, 이영훈, 탁광욱, 김현진, 나유선, 박현상, 배주백",성안당,2026년 06월,"39,900",https://www.yes24.com/product/goods/191005623
368,AI 3D 모델링,양영민,비엘북스,2026년 06월,"22,500",https://www.yes24.com/product/goods/190997764
369,퇴근을 앞당기는 AI 업무 활용 루틴,오언주,시대인,2026년 06월,"17,100",https://www.yes24.com/product/goods/190823476
370,베테랑 AI 전문교사가 만든 가장 쉬운 패들렛 활용! Padlet(패들렛)으로 무엇이든 만들 수 있다 (교사를 위한 패들렛 수업 활용),"봉우리, 윤상준, 이호준, 황호연",광문각출판미디어,2026년 05월,"17,000",https://www.yes24.com/product/goods/190440092
371,한 권으로 끝내는 AI 자동화,"최재용, 이요셉, 이신우, 최금선, 박경희, 정보 더 보기/감추기, 최재용, 이요셉, 이신우, 최금선, 박경희, 유미경, 한주은, 오영주, 정은진, 김진수",두온교육(주),2026년 05월,"19,800",https://www.yes24.com/product/goods/190213378
372,기업 AI자동화를 위한 클로드 AI활용,"최재용, 박경희, 신진주, 임기정, 권혁용, 정보 더 보기/감추기, 최재용, 박경희, 신진주, 임기정, 권혁용, 김진수, 최동진, 김진선",미디어북,2026년 05월,"20,000",https://www.yes24.com/product/goods/190211456
373,LLMOps 완벽 가이드,"아비 아리안, 박조은, 박주환",한빛미디어,2026년 05월,"28,800",https://www.yes24.com/product/goods/189753516
374,바이브코딩으로 진짜 웹 서비스 하나를 끝까지 만든다!,"이상용, 정동진",앤써북,2026년 05월,"16,920",https://www.yes24.com/product/goods/189663337
375,오픈클로,오창근,생능북스,2026년 05월,"19,800",https://www.yes24.com/product/goods/189477317
376,"함수형 설계, 객체 지향과 만나다","로버트 C. 마틴, 장연호",인사이트(insight),2026년 05월,"29,700",https://www.yes24.com/product/goods/189379748
377,"3주 완성 초등 AI 웹툰 With 투닝, 망고툰",한송이,서사원주니어,2026년 05월,"18,000",https://www.yes24.com/product/goods/189360735
378,모던 데이터 아키텍처 설계와 구현,"피트하인 스트렝홀트, 김영기, 김현진",책만,2026년 05월,"29,700",https://www.yes24.com/product/goods/189257260
379,Do it! 바이브 코딩 + 안티그래비티,조준수,이지스퍼블리싱,2026년 05월,"21,600",https://www.yes24.com/product/goods/189188156
380,맛있는 디자인 애프터 이펙트 CC 2026,이수정,한빛미디어,2026년 04월,"24,300",https://www.yes24.com/product/goods/188859267
381,"베테랑 AI 전문가가 만든 가장 쉬운 그록 AI 활용! Grok(그록)으로 무엇이든 만들 수 있다 (AI 비서 · 영상 만들기, 유튜브 수익화)","이현, 이민정, 이승현, 이나윤, 김성희",광문각출판미디어,2026년 04월,"19,000",https://www.yes24.com/product/goods/188838987
382,요즘 예체능 수업을 위한 에듀테크 활용법 223제,박래혁,앤써북,2026년 05월,"20,970",https://www.yes24.com/product/goods/188823173
383,몰입을 설계하는 게임 기획,"쉬웨이훙, 권유라",제이펍,2026년 04월,"25,200",https://www.yes24.com/product/goods/187043716
384,요즘 교실 혁신의 공식 AI·에듀테크 활용법 with 2022 개정 교육과정,진제헌,앤써북,2026년 05월,"20,970",https://www.yes24.com/product/goods/186936350
385,구글 AI 제미나이(Gemini) 200% 활용법,정의,BOOKK(부크크),2026년 04월,"8,800",https://www.yes24.com/product/goods/186675889
386,그림으로 이해하는 AWS 구조와 기술,"오가사와라 시게타카, 박광수",길벗,2026년 04월,"23,400",https://www.yes24.com/product/goods/186524948
387,F1 용어집 1211,윤재수,골든래빗,2026년 04월,"60,000",https://www.yes24.com/product/goods/185717805
388,AI 프로덕트는 어떻게 만들어지는가,"류인태, 김예림, 임나정",한빛미디어,2026년 04월,"22,500",https://www.yes24.com/product/goods/184402508
389,젠스파크 Genspark AI 콘텐츠 공장,조영빈,디지털북스,2026년 04월,"18,000",https://www.yes24.com/product/goods/184283938
390,앗싸 나도 되네! 오늘부터 바로 써먹는 AI 보험영업 활용법,조대수,재노북스,2026년 03월,"25,200",https://www.yes24.com/product/goods/183756523
391,"어쨌든, 에이전틱 코딩","코다프레스, 양희은",인사이트(insight),2026년 04월,"22,500",https://www.yes24.com/product/goods/183651449
392,스프링 AI 인 액션,"크레이그 월즈, 류광, 307번역랩",위키북스,2026년 04월,"28,800",https://www.yes24.com/product/goods/183640934
393,이것이 리눅스다 with Rocky Linux 10,우재남,한빛미디어,2026년 03월,"36,000",https://www.yes24.com/product/goods/182750165
394,Logic Pro 로직 프로 12,최이진,노하우(도서출판),2026년 04월,"29,700",https://www.yes24.com/product/goods/182625671
395,학업과 취업을 위한 제미나이 노트북LM으로 무엇이든 만들 수 있다,"전다희, 황우현",광문각출판미디어,2026년 02월,"22,000",https://www.yes24.com/product/goods/182526149
396,제미나이로 구글·이미지·영상·자동화 진짜 잘함,이호정,리코멘드,2026년 03월,"16,920",https://www.yes24.com/product/goods/182116268
397,SQL TUNER for PostgreSQL,유일환,디비안(DBian),2026년 03월,"39,000",https://www.yes24.com/product/goods/180515096
398,"오픈클로 with GPT, 제미나이, 클로드",강민혁,한빛미디어,2026년 03월,"19,800",https://www.yes24.com/product/goods/180510836
399,AI 중심 대학,장준호,연암사,2026년 03월,"17,010",https://www.yes24.com/product/goods/180489490
400,파이토치로 배우는 LLM & AI,"로런스 모로니, 박해선",한빛미디어,2026년 03월,"32,400",https://www.yes24.com/product/goods/180488781
401,한 입 크기로 잘라 먹는 리액트,이정환,인사이트(insight),2026년 02월,"29,700",https://www.yes24.com/product/goods/179604283
402,지속 가능한 프런트엔드 엔지니어링,이문기,위키북스,2026년 02월,"25,200",https://www.yes24.com/product/goods/179587739
403,된다! 링크드인 활용법,변재일,이지스퍼블리싱,2026년 03월,"19,800",https://www.yes24.com/product/goods/178728770
404,교실로 온 ON 제미나이,"박찬, 김병석, 전수연, 김지용, 구현희, 정보 더 보기/감추기, 박찬, 김병석, 전수연, 김지용, 구현희, 전채원, 홍찬우, 임채원",다빈치books,2026년 03월,"19,800",https://www.yes24.com/product/goods/177808924
405,처음이지만 프로처럼 쓰는 캔바 (Canva),정다은(시재),디지털북스,2026년 03월,"27,000",https://www.yes24.com/product/goods/177077802
406,AI 에이전트 마스터 클래스,김구현,한빛미디어,2026년 01월,"23,400",https://www.yes24.com/product/goods/175902524
407,바로 배워 바로 쓰는 챗봇 수업디자인 A~Z,"김은현, 박소현, 백진희, 이서연, 이유진, 정보 더 보기/감추기, 김은현, 박소현, 백진희, 이서연, 이유진, 이효진, 정은서",앤써북,2026년 01월,"21,600",https://www.yes24.com/product/goods/175490511
408,제대로 알고 쓰는 논문 통계분석 with 파이썬&머신러닝,노경섭,한빛아카데미,2026년 01월,"38,000",https://www.yes24.com/product/goods/175122536
409,심리상담과 AI의 융합,이혜숙,커뮤니케이션북스,2026년 01월,"12,000",https://www.yes24.com/product/goods/175110073
410,왕초보 시니어도 쉽게 따라 하는 챗GPT 사용법,"곽민철, 정희철",생능북스,2026년 01월,"15,120",https://www.yes24.com/product/goods/174707316
411,AI로 완성하는 고수익 유튜브 운영 비법,현승효(디스이즈머니),시대인,2026년 01월,"16,200",https://www.yes24.com/product/goods/174682706
412,처음 배우는 유니티 6 2D 게임 만들기,고정운,시대인,2026년 01월,"43,200",https://www.yes24.com/product/goods/174184626
413,"API부터 메시징까지, 실무 백엔드 개발자가 알아야 할 5가지 핵심 원리",김준서,콩콩 컴퍼니,2025년 12월,"19,500",https://www.yes24.com/product/goods/173934664
414,AI시대 교육혁명 : 태재대학교,염재호,태재대학교출판문화원,2026년 01월,"13,500",https://www.yes24.com/product/goods/171431187
415,LLM을 위한 프롬프트 엔지니어링,"존 베리먼, 앨버트 지글러, 김정인",제이펍,2026년 01월,"25,200",https://www.yes24.com/product/goods/170504549
416,프롬프트를 만드는 프롬프트 GPTs & Gems,"민진홍, 국난아, 김진수",성안당,2025년 12월,"24,300",https://www.yes24.com/product/goods/169672758
417,AI를 움직이는 수학 이야기,"후루시마 도오루, 하승민",한빛미디어,2025년 12월,"29,700",https://www.yes24.com/product/goods/169407614
418,AI와 음악 교육,윤관기,커뮤니케이션북스,2025년 12월,"12,000",https://www.yes24.com/product/goods/168635560
419,Google로 수업을 바꾸는 교사들의 시크릿,"정진아, 권재범, 김학민, 박빛나, 박오종, 정보 더 보기/감추기, 정진아, 권재범, 김학민, 박빛나, 박오종, 심하루, 강경욱",교사크리에이터협회,2025년 12월,"18,900",https://www.yes24.com/product/goods/167841837
420,회사에서 바로 통하는 파워포인트 FOR STARTERS,이화진,한빛미디어,2025년 12월,"15,300",https://www.yes24.com/product/goods/167475617
421,2026 AI 교육 트렌드,"박소이, 유영걸, 오유나, 김영준, 김정환, 정보 더 보기/감추기, 박소이, 유영걸, 오유나, 김영준, 김정환, 정나래, 한창훈",길벗,2025년 12월,"22,500",https://www.yes24.com/product/goods/167434734
422,파이썬으로 시작하는 인공지능 기초 수업,"채상미, 우범윤, 이준용",길벗,2025년 11월,"22,500",https://www.yes24.com/product/goods/167430900
423,일 잘하는 엔지니어의 생각 기법,"캐리 밀샙, 장현희",책만,2025년 11월,"22,500",https://www.yes24.com/product/goods/167405152
424,C# 스크립트를 활용한 유니티 6 개발,"렘 애퍼슨, 장세윤",에이콘출판사,2025년 11월,"37,800",https://www.yes24.com/product/goods/166394010
425,쉽게 배우고 바로 쓰는 에듀테크 첫걸음,"조종현, 박미지, 김승길",성안당,2025년 11월,"16,200",https://www.yes24.com/product/goods/165275154
426,"바이브 코딩 너머 개발자 생존법: 개발자는 사라지지 않는다, 진화한다","애디 오스마니, 강민혁",한빛미디어,2025년 11월,"20,700",https://www.yes24.com/product/goods/163601068
427,멘토시리즈 일러스트레이터,코리아교육그룹 연구소,코리아교육그룹,2025년 09월,"25,200",https://www.yes24.com/product/goods/163496515
428,MCP 실전 활용 & 서버 개발 핵심 가이드,AI튜터랩,위키북스,2025년 11월,"25,200",https://www.yes24.com/product/goods/162224477
429,그림으로 이해하는 챗GPT 구조와 기술,"나카타니 슈요, 박광수",길벗,2025년 11월,"21,600",https://www.yes24.com/product/goods/162116171
430,"챗GPT, 저는 이렇게 쓰고 있어요",최소영,길벗,2025년 11월,"16,920",https://www.yes24.com/product/goods/160131631
431,똑똑한 파이썬,"황재호, 황예린",인포앤북,2025년 11월,"19,800",https://www.yes24.com/product/goods/159376881
432,회사에서 바로 통하는 엑셀 FOR STARTERS,전미진,한빛미디어,2025년 10월,"15,300",https://www.yes24.com/product/goods/159168206
433,실무에 바로 쓰는 일잘러의 챗GPT 프롬프트 74가지,이석현,제이펍,2025년 10월,"19,800",https://www.yes24.com/product/goods/159060578
434,유니티 교과서,"김은철, 기타무라 마나미, 유세라",길벗,2025년 10월,"29,700",https://www.yes24.com/product/goods/158708037
435,스케치업 2025 with Ruby+Twinmotion,황두환,시대인,2025년 10월,"25,200",https://www.yes24.com/product/goods/157774663
436,AI로 만드는 나만의 그림책,"민진홍, 국난아",성안당,2025년 10월,"22,500",https://www.yes24.com/product/goods/155149859
437,요즘 당근 AI 개발,당근 팀,골든래빗,2025년 10월,"19,800",https://www.yes24.com/product/goods/154566057
438,된다! 네이버 스마트스토어,이경근,이지스퍼블리싱,2025년 10월,"21,600",https://www.yes24.com/product/goods/154288390
439,Do it! 커서로 시작하는 AI 코딩 입문,고경희,이지스퍼블리싱,2025년 09월,"20,700",https://www.yes24.com/product/goods/154286556
440,마인크래프트 RPG 만들기,우마공 운영진,영진닷컴,2025년 09월,"17,820",https://www.yes24.com/product/goods/154102499
441,블렌더 3D CG 애니메이션 실전 입문,"나츠모리 카츠, 김모세",AK(에이케이 커뮤니케이션즈),2025년 09월,"37,810",https://www.yes24.com/product/goods/153663554
442,VPython으로 시작하는 융합 시뮬레이션 수업,"송석리, 박솔애",길벗,2025년 09월,"22,500",https://www.yes24.com/product/goods/152815857
443,데이터 시각화와 탐색 with POWER BI 3rd,"마경근, 서주란",영진닷컴,2025년 09월,"27,000",https://www.yes24.com/product/goods/152443479
444,AI 캡컷,"민지영, 문수민, 앤미디어",생능북스,2025년 09월,"23,400",https://www.yes24.com/product/goods/152369808
445,코딩 자율학습 리액트 프런트엔드 개발 입문,김기수,길벗,2025년 09월,"37,800",https://www.yes24.com/product/goods/151667493
446,회사에서 바로 통하는 오토캐드 AutoCAD 2026,심미현,한빛미디어,2025년 08월,"26,100",https://www.yes24.com/product/goods/151041605
447,실전! 프로젝트로 배우는 딥러닝 컴퓨터비전,"김혜진, 왕진영",위키북스,2025년 08월,"31,500",https://www.yes24.com/product/goods/150619242
448,"오늘을 남기는 기록, 스마트폰 사진 촬영&보정",민썸,이지스퍼블리싱,2025년 08월,"18,900",https://www.yes24.com/product/goods/150308211
449,AI와 심리상담,황매향,커뮤니케이션북스,2025년 08월,"11,400",https://www.yes24.com/product/goods/149866394
450,MS 365의 모든 것,"이상민, 김홍순, 강현욱",리더북스,2025년 07월,"16,200",https://www.yes24.com/product/goods/149371895
451,모두의 인공지능 with 파이썬,이영호,길벗,2025년 07월,"27,000",https://www.yes24.com/product/goods/149224228
452,"스포츠, AI와 동행하다","크리스 브래디, 카를 튈스, 샤예간 오미드샤피예, 박재현, 이태구, 정보 더 보기/감추기, 크리스 브래디, 카를 튈스, 샤예간 오미드샤피예, 박재현, 이태구, 구멍가게 코딩단",성안당,2025년 07월,"18,000",https://www.yes24.com/product/goods/148919900
453,"암호, 비밀을 지키는 과학","파노스 루리다스, 안동현",프리렉,2025년 07월,"19,800",https://www.yes24.com/product/goods/148376804
454,파인만의 컴퓨터 강의,"리처드 파인만, 토니 헤이, 서환수",한빛미디어,2025년 06월,"26,100",https://www.yes24.com/product/goods/147738180
455,게임 UI 디자인 교과서,"이은정, 김범석",길벗캠퍼스,2025년 06월,"33,000",https://www.yes24.com/product/goods/147561128
456,처음이야? 파이썬 데이터 분석,"윤영빈, 이용희, 오환",영진닷컴,2025년 06월,"19,800",https://www.yes24.com/product/goods/147129792
457,AI와 비판적 포스트휴머니즘,박휴용,커뮤니케이션북스,2025년 06월,"12,000",https://www.yes24.com/product/goods/147056022
458,선생님을 위한 교육용 AI 챗봇 활용법,"임세범, 박지은, 나희정, 조정연",앤써북,2025년 06월,"20,250",https://www.yes24.com/product/goods/146929026
459,한 권으로 끝내는 직장인 필수 IT 지식,"정명림, 김효섭, 박준영, 이수현, 박지은, 정보 더 보기/감추기, 정명림, 김효섭, 박준영, 이수현, 박지은, 이지성",비제이퍼블릭(BJ퍼블릭),2025년 05월,"24,750",https://www.yes24.com/product/goods/146529227
460,59가지 통계학 궁금증 완전 정복,황성원,길벗,2025년 05월,"21,600",https://www.yes24.com/product/goods/146344298
461,러닝 랭체인,"메이오 오신, 누노 캄포스, 강민혁",한빛미디어,2025년 05월,"25,200",https://www.yes24.com/product/goods/146327472
462,코딩 자율학습 컴퓨터 구조와 운영체제,기술노트 알렉,길벗,2025년 05월,"23,400",https://www.yes24.com/product/goods/146051138
463,AI x 창의성: 미술·혁신·교육,박지숙,아트브릿지,2025년 04월,"17,820",https://www.yes24.com/product/goods/145967474
464,아이패드 드로잉으로 기록하는 일상의 조각들,이이오,한빛라이프,2025년 05월,"19,800",https://www.yes24.com/product/goods/145963641
465,주니어 백엔드 개발자가 반드시 알아야 할 실무 지식,최범균,한빛미디어,2025년 04월,"25,200",https://www.yes24.com/product/goods/145761422
466,모두의 딥러닝,조태호,길벗,2025년 04월,"26,100",https://www.yes24.com/product/goods/145612410
467,맥킨지의 로지컬 라이팅,"아카바 유지, 이지현",유엑스리뷰,2025년 04월,"20,700",https://www.yes24.com/product/goods/145239043
468,생성 AI를 활용한 나만의 콘텐츠 만들기,김민후,영진닷컴,2025년 04월,"22,500",https://www.yes24.com/product/goods/144687205
469,쉽고 빠르게 익히는 실전 LLM,"시난 오즈데미르, 신병훈",한빛미디어,2025년 03월,"27,000",https://www.yes24.com/product/goods/144087363
470,선생님을 위한 8282 업무 자동화 with AI+파이썬+노코드,"강우혁, 김송희, 서승희, 송석리, 한솔, 정보 더 보기/감추기, 강우혁, 김송희, 서승희, 송석리, 한솔, 한준구, 황수빈",골든래빗,2025년 04월,"25,200",https://www.yes24.com/product/goods/143533211
471,"UX/UI 디자인 완벽 가이드: UI, 인터랙션, 프로토타이핑 편","조성봉, 이정은",위키북스,2025년 03월,"25,200",https://www.yes24.com/product/goods/143343835
472,일반통계학,서울대학교 자연과학대학 통계학과,한빛아카데미,2025년 03월,"35,000",https://www.yes24.com/product/goods/143081338
473,개념탑재 오토캐드,"정인수, 이승열, 김애림, 이예진",피앤피북,2025년 02월,"22,500",https://www.yes24.com/product/goods/142996257
474,Kotlin in Action 2/e,"세바스티안 아이그너, 로만 엘리자로프, 스베트라나 이사코바, 드미트리 제메로프, 오현석",에이콘출판사,2025년 02월,"43,200",https://www.yes24.com/product/goods/142690359
475,띠웅's 타이포그래피 with 프로크리에이트,띠웅,다산스마트에듀,2025년 01월,"22,500",https://www.yes24.com/product/goods/141828205
476,된다! 맥북&아이맥 - 맥OS 세쿼이아 판,"쌤쌤티비, 케이트",이지스퍼블리싱,2025년 01월,"17,100",https://www.yes24.com/product/goods/141262171
477,150분이면 충분한 중고등학교 기초 수학,"요네다 마사타카, 손민규",제이펍,2025년 01월,"18,000",https://www.yes24.com/product/goods/140411525
478,만들면서 배우는 아두이노와 40개의 작품들,장문철,앤써북,2024년 12월,"22,950",https://www.yes24.com/product/goods/140084477
479,파이썬으로 탐구하는 지구과학 데이터 분석 & 시각화,"심원재, 손현준",비제이퍼블릭(BJ퍼블릭),2024년 12월,"28,800",https://www.yes24.com/product/goods/139898019
480,고작 다섯 명이 한 말을 어떻게 믿어요?,송라영,한빛미디어,2024년 12월,"20,700",https://www.yes24.com/product/goods/139893349
481,앱인벤터로 20가지 인공지능 앱 만들기 with ChatBot과 생성형AI,"김수연, 전진아, 장문철",앤써북,2024년 12월,"16,920",https://www.yes24.com/product/goods/139777149
482,실무에 바로 쓰는 일잘러의 제안서 작성법,박서윤,제이펍,2024년 11월,"15,120",https://www.yes24.com/product/goods/139638401
483,AGI의 시대,한상기,한빛미디어,2024년 11월,"19,800",https://www.yes24.com/product/goods/139591837
484,된다! 7일 실무 워드,이충욱,이지스퍼블리싱,2024년 11월,"16,200",https://www.yes24.com/product/goods/136374348
485,한 권으로 배우는 게임 프로그래밍,"박태준, 박효재, 윤하연",한빛미디어,2024년 10월,"25,200",https://www.yes24.com/product/goods/135854770
486,이게 되네? 업무 자동화 미친 활용 앱스 스크립트 with 챗GPT,서휘승,골든래빗,2024년 11월,"28,800",https://www.yes24.com/product/goods/135722461
487,규칙으로 배우는 임베디드 시스템: 기초 DSP와 제어 시스템,장선웅,북랩,2024년 10월,"25,200",https://www.yes24.com/product/goods/135441079
488,무조건 쿠팡에서 팔아라 그래야 산다,"하지혜, 오대장",우리네삶,2026년 01월,"21,600",https://www.yes24.com/product/goods/135223090
489,밑바닥부터 시작하는 딥러닝 5,"사이토 고키, 개앞맵시",한빛미디어,2024년 10월,"29,700",https://www.yes24.com/product/goods/134648807
490,그림으로 이해하는 시스템 설계,"이시구로 나오키, 서수환",길벗,2024년 09월,"19,800",https://www.yes24.com/product/goods/133892049
491,콘셉트로 풀어내는 소프트웨어 디자인,"다니엘 잭슨, 이정표",에이콘출판사,2024년 09월,"25,200",https://www.yes24.com/product/goods/133328190
492,잘 읽히는 보고서 문장의 비밀,임영균,한빛미디어,2024년 08월,"16,200",https://www.yes24.com/product/goods/131189891
493,Do it! HTML+CSS+자바스크립트 웹 표준의 정석,고경희,이지스퍼블리싱,2024년 07월,"28,800",https://www.yes24.com/product/goods/129133723
494,색 잘 쓰는 디자이너,"고바야시 레나, 강아윤",이지스퍼블리싱,2024년 08월,"16,200",https://www.yes24.com/product/goods/128725552
495,혼자 해도 프로처럼 잘 만드는 굿즈 제작 비법,박정아,한빛미디어,2024년 06월,"19,800",https://www.yes24.com/product/goods/127788111
496,엔트리 인공지능 with 햄스터 로봇,"강윤지, 박찬규, 강성웅, 김원유, 심재민, 정보 더 보기/감추기, 강윤지, 박찬규, 강성웅, 김원유, 심재민, 김연구, 홍성용, 김경상, 정인재, 박광현",영진닷컴,2024년 05월,"16,200",https://www.yes24.com/product/goods/126829855
497,"일잘러의 비밀, 구글 스프레드시트 제대로 파헤치기",강남석,한빛미디어,2024년 06월,"25,200",https://www.yes24.com/product/goods/126643792
498,기계는 어떻게 생각하는가? (리커버판),"숀 게리시, 이수겸",이지스퍼블리싱,2024년 05월,"16,200",https://www.yes24.com/product/goods/126330334
499,이모티콘 작가 되기 with 프로크리에이트,박재이,리얼북스,2024년 05월,"15,120",https://www.yes24.com/product/goods/126202247
500,챗GPT 프롬프트 120% 질문 기술,"ChatGPT 비즈니스 연구회, 김모세",정보문화사,2024년 04월,"13,500",https://www.yes24.com/product/goods/126181417
501,코딩 테스트 합격자 되기 - C++ 편,박경록,골든래빗,2024년 05월,"40,500",https://www.yes24.com/product/goods/126161512
502,DSLR&미러리스 사진&영상 촬영백과,김용만,성안당,2024년 04월,"34,200",https://www.yes24.com/product/goods/126112113
503,마인크래프트 초보자 가이드 New Edition,"Mojang Studio, 이주안",영진닷컴,2024년 04월,"13,500",https://www.yes24.com/product/goods/126010839
504,UX/UI의 10가지 심리학 법칙,"존 야블론스키, 이미령",책만,2024년 04월,"16,200",https://www.yes24.com/product/goods/125886358
505,컴퓨터 밑바닥의 비밀,"루 샤오펑, 김진호",길벗,2024년 03월,"29,700",https://www.yes24.com/product/goods/125299750
506,생성형 인공지능과 함께하는 사회정서학습,"박찬, 김병석, 전은경, 전수연, 강윤진, 정보 더 보기/감추기, 박찬, 김병석, 전은경, 전수연, 강윤진, 김지용",다빈치books,2024년 03월,"19,800",https://www.yes24.com/product/goods/125137664
507,만들면서 배우는 워드프레스,박현우,한빛미디어,2024년 03월,"26,100",https://www.yes24.com/product/goods/125131637
508,누구나 따라할 수 있는 기막힌 중국 구매대행 + 수입판매 끝장 매뉴얼,"이윤섭, 손승엽",앤써북,2024년 02월,"15,930",https://www.yes24.com/product/goods/124988756
509,가상 면접 사례로 배우는 머신러닝 시스템 설계 기초,"알리 아미니안, 알렉스 쉬, 최종일",인사이트(insight),2024년 02월,"24,300",https://www.yes24.com/product/goods/124939147
510,수학자와 함께하는 인공지능 수학 with 파이썬,"김종락, 원병선",한빛아카데미,2024년 01월,"32,000",https://www.yes24.com/product/goods/124832401
511,밑바닥부터 시작하는 딥러닝 4,"사이토 고키, 개앞맵시",한빛미디어,2024년 01월,"27,000",https://www.yes24.com/product/goods/124640233
512,Do it! 시뮬레이터+키트로 완성하는 아두이노 입문,박필준,이지스퍼블리싱,2024년 01월,"22,950",https://www.yes24.com/product/goods/124608984
513,팅커캐드 3D 디자인&코딩,이상범,REXmedia(렉스미디어),2024년 01월,"12,600",https://www.yes24.com/product/goods/124536057
514,결정적 사건으로 배우는 암호학,"윤진, 이솔",골든래빗,2024년 01월,"18,000",https://www.yes24.com/product/goods/124213797
515,가상 면접 사례로 배우는 대규모 시스템 설계 기초 2,"알렉스 쉬, 산 람, 이병준",인사이트(insight),2024년 01월,"32,400",https://www.yes24.com/product/goods/124138645
516,Do it! 데이터 분석을 위한 판다스 입문,"다니엘 첸, 시진",이지스퍼블리싱,2023년 11월,"22,500",https://www.yes24.com/product/goods/123685657
517,된다! 책 만들기 with 인디자인,김혜린,이지스퍼블리싱,2023년 09월,"19,800",https://www.yes24.com/product/goods/122560579
518,문제 해결을 위한 알고리즘 with 수학,"요네다 마사타카, 윤인성",위키북스,2023년 09월,"37,800",https://www.yes24.com/product/goods/122544981
519,클립 스튜디오 입문 교실,"사이도런치, 고영자",영진닷컴,2023년 09월,"20,700",https://www.yes24.com/product/goods/122535588
520,자동화 마케팅 무작정 따라하기,"신태순, 조수현",길벗,2023년 09월,"19,800",https://www.yes24.com/product/goods/122432412
521,네이버 키워드 상위노출 비법,조영빈,디지털북스,2023년 09월,"18,000",https://www.yes24.com/product/goods/122428247
522,나는 파이썬으로 머신러닝한다 2,"장병철, 이지항, 박지훈, 최정원",씨마스,2023년 09월,"20,700",https://www.yes24.com/product/goods/122320508
523,“OECD 교육 2030” & “2022 개정 교육과정” 미래 교육 나침반,지미정,앤써북,2023년 09월,"15,930",https://www.yes24.com/product/goods/122168734
524,가장 쉬운 이모티콘 만들기,정수진,정보문화사,2023년 09월,"19,800",https://www.yes24.com/product/goods/122141598
525,개발자와의 협업을 위한 IT 필수 지식,최선신,영진닷컴,2023년 08월,"15,300",https://www.yes24.com/product/goods/121991923
526,상상을 실현하는 로블록스 게임 만들기,"강태훈, 장준하, D.LAB",한빛미디어,2023년 08월,"19,800",https://www.yes24.com/product/goods/121913198
527,로블록스 타워맵 만들기,노페어(Nofair),디지털북스,2023년 08월,"20,700",https://www.yes24.com/product/goods/121567188
528,사실은 이것도 디자인입니다,김성연(우디),한빛미디어,2023년 07월,"17,100",https://www.yes24.com/product/goods/120235845
529,모던 로보틱스,"케빈 M. 린치, 박종우, 이병호, 윤상웅, 권재운, 정보 더 보기/감추기, 케빈 M. 린치, 박종우, 이병호, 윤상웅, 권재운, 김영훈, 김종민, 임중빈, 손민준, 정진, 이상현, 양우성",에이콘출판사,2023년 05월,"45,000",https://www.yes24.com/product/goods/118754202
530,이것이 C#이다,박상현,한빛미디어,2023년 05월,"32,400",https://www.yes24.com/product/goods/118685906
531,파이썬 라이브러리를 활용한 데이터 분석,"웨스 맥키니, 김영근",한빛미디어,2023년 05월,"35,100",https://www.yes24.com/product/goods/118523424
532,마인크래프트 놀라운 발명품 만들기,Mojang Studio,영진닷컴,2023년 04월,"14,400",https://www.yes24.com/product/goods/118279214
533,진짜 쓰는 일러스트레이터,서영열,제이펍,2023년 02월,"21,600",https://www.yes24.com/product/goods/117083178
534,HTML5 + CSS3 + JavaScript로 배우는 웹프로그래밍 기초,천인국,인피니티북스,2023년 01월,"33,000",https://www.yes24.com/product/goods/116981971
535,혼자 공부하는 데이터 분석 with 파이썬,박해선,한빛미디어,2023년 01월,"23,400",https://www.yes24.com/product/goods/116253011
536,"라즈베리파이 피코, 마이크로파이썬을 만나다",허경용,제이펍,2022년 12월,"22,500",https://www.yes24.com/product/goods/115817548
537,트랜스포머를 활용한 자연어 처리,"루이스 턴스톨, 레안드로 폰 베라, 토마스 울프, 박해선",한빛미디어,2022년 11월,"35,100",https://www.yes24.com/product/goods/115633781
538,한눈에 보이는 블록체인 그림책,"한선관, 이정원, 장명현",성안당,2022년 11월,"20,700",https://www.yes24.com/product/goods/115302902
539,로블록스 루아 프로그래밍 첫 발자국 떼기,"ROBLOX, 진석준",에이콘출판사,2022년 11월,"31,500",https://www.yes24.com/product/goods/115221981
540,Do it! 자료구조와 함께 배우는 알고리즘 입문 C 언어 편 (전면 개정판),"시바타 보요, 강민",이지스퍼블리싱,2022년 10월,"21,600",https://www.yes24.com/product/goods/114998692
541,Do it! C# 프로그래밍 입문,박필준,이지스퍼블리싱,2022년 10월,"18,000",https://www.yes24.com/product/goods/114331473
542,초등학생을 위한 인공지능 지식 76,"김영현, 최정을",길벗,2022년 10월,"14,400",https://www.yes24.com/product/goods/114292905
543,양자계산과 양자정보,"마이클 닐슨, 아이작 추앙, 이승준",에이콘출판사,2022년 10월,"62,100",https://www.yes24.com/product/goods/113451876
